Ticker,Open,High,Low,Close,Adj Close,Volume,Market Cap,VWAP,Return,-1Hour,-1H_Return
MSFT,323.94000244140625,326.6400146484375,323.3500061035156,325.260009765625,325.260009765625,23277700.0,3160738365440.0,325.1319230198238,0.004074851251066193,325.3699951171875,-0.00033803163540905765
AAPL,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,180.57000732421875,50214900.0,3342220656640.0,179.39712363610784,0.015008507697240226,180.25,0.0017753527002427184
NVDA,37.7239990234375,38.86399841308594,37.505001068115234,38.5099983215332,38.5099983215332,417772000.0,2781083860992.0,38.35501527902704,0.02083552429336483,38.52000122070312,-0.0002596806555795962
META,260.6199951171875,267.6499938964844,258.8800048828125,264.5799865722656,264.5799865722656,20899400.0,1181262020608.0,264.3837963383684,0.015194503603982952,264.94000244140625,-0.0013588581030539002
AVGO,79.49099731445312,80.5009994506836,78.87799835205078,80.41999816894531,80.41999816894531,21909000.0,705819443200.0,80.06379349396403,0.011686868776060452,80.42949829101562,-0.00011811738568768403
GOOGL,122.2300033569336,123.2300033569336,121.23999786376953,122.13999938964844,122.13999938964844,29389200.0,2066090557440.0,122.25602990950772,-0.0007363492171584784,121.94499969482422,0.0015990790545919796
AMD,118.30000305175781,122.20999908447266,117.05000305175781,121.05000305175781,121.05000305175781,65246900.0,226267250688.0,120.44973759669774,0.02324598418477503,120.7699966430664,0.002318509700045453
ADBE,424.1499938964844,440.6300048828125,423.5799865722656,439.0299987792969,439.0299987792969,6062800.0,240517890048.0,436.045940584708,0.035081940579831834,439.05499267578125,-5.692657389465484e-05
GOOG,122.58499908447266,123.7300033569336,122.01000213623047,122.66999816894531,122.66999816894531,24815000.0,2064035741696.0,122.80835523562874,0.0006933889554796493,122.52999877929688,0.0011425723581423256
CRM,205.3800048828125,210.3800048828125,204.85000610351562,209.52999877929688,209.52999877929688,5548600.0,254565974016.0,208.48242622184114,0.02020641638825705,209.6300048828125,-0.0004770600638564621
ORCL,105.66999816894531,107.79000091552734,105.3499984741211,107.4800033569336,107.4800033569336,9526700.0,383092064256.0,107.18148234557813,0.01712884659176811,107.28500366210938,0.0018175857591277522
QCOM,115.5999984741211,116.63999938964844,114.0999984741211,116.3499984741211,116.3499984741211,5793400.0,200935800832.0,115.59282530763979,0.006487889358994235,116.2300033569336,0.0010323936481271881
AMAT,135.85000610351562,136.75999450683594,134.14999389648438,136.1999969482422,136.1999969482422,4507000.0,170951999488.0,135.89456693740294,0.0025763034891575554,136.31500244140625,-0.0008436745120075581
TXN,173.07000732421875,173.83999633789062,171.4199981689453,172.22999572753906,172.22999572753906,3343700.0,184426168320.0,172.36562065856867,-0.0048535942747495306,172.1199951171875,0.0006390925718808488
INTU,421.3800048828125,427.5,419.29998779296875,423.3599853515625,423.3599853515625,1612300.0,177053892608.0,423.11457880203807,0.004698800241602922,422.80999755859375,0.0013007918359180515
IBM,134.69000244140625,135.97999572753906,134.00999450683594,134.41000366210938,134.41000366210938,4128500.0,176142123008.0,134.74645162872244,-0.002078838623666088,134.60000610351562,-0.0014116079702115802
NOW,529.5900268554688,541.4500122070312,526.1099853515625,535.3400268554688,535.3400268554688,1458300.0,170369302528.0,536.3137250575201,0.010857455217088597,538.1400146484375,-0.005203084172802052
INTC,31.43000030517578,31.850000381469727,31.059999465942383,31.81999969482422,31.81999969482422,35199000.0,133452873728.0,31.5125704263297,0.012408507345264446,31.700000762939453,0.0037854551733972406
MU,66.5,66.5199966430664,64.01000213623047,65.31999969482422,65.31999969482422,25856800.0,121318178816.0,65.05797438788893,-0.01774436549136513,65.12000274658203,0.003071206078115296
LRCX,611.9400024414062,616.1900024414062,604.5,614.5399780273438,614.5399780273438,910800.0,116966129664.0,612.0332821601899,0.0042487426472605045,614.8099975585938,-0.000439191835399954
ADI,181.44000244140625,182.5399932861328,180.0500030517578,181.67999267578125,181.67999267578125,2995000.0,112358408192.0,181.2634095029529,0.0013226974820643635,181.27999877929688,0.002206497678606871
KLAC,464.6700134277344,475.3599853515625,464.0199890136719,473.8599853515625,473.8599853515625,950900.0,106014187520.0,472.19799669965965,0.01977741549543169,474.94000244140625,-0.002274007420499377
PANW,216.6199951171875,223.0399932861328,216.25,222.82000732421875,222.82000732421875,5031600.0,105821077504.0,221.2676951287544,0.028621606254201768,222.4499969482422,0.0016633417894029166
SNPS,435.9800109863281,440.489990234375,433.239990234375,437.69000244140625,437.69000244140625,799700.0,83714162688.0,437.9217728280804,0.003922178567796193,438.1549987792969,-0.0010612599175773604
APH,39.44499969482422,39.525001525878906,39.084999084472656,39.42499923706055,39.42499923706055,3824000.0,76709273600.0,78.74908811163785,-0.0005070467212171442,78.95999908447266,-0.5006965590908498
CDNS,222.1199951171875,229.47000122070312,221.4499969482422,228.0800018310547,228.0800018310547,1778600.0,70861881344.0,227.39132781147705,0.026832373693880054,228.19000244140625,-0.0004820570979213168
ROP,449.95001220703125,452.80999755859375,448.8500061035156,452.2200012207031,452.2200012207031,357300.0,58717396992.0,451.60400982828827,0.005044980446911081,451.7200012207031,0.0011068803653786143
CRWD,149.1199951171875,151.69000244140625,148.50999450683594,151.3000030517578,151.3000030517578,2276600.0,62339354624.0,150.66789511088936,0.014619152400435171,151.1199951171875,0.0011911589490902481
MRVL,59.209999084472656,60.36000061035156,58.36000061035156,59.720001220703125,59.720001220703125,12172600.0,56887234560.0,59.57164264985491,0.008613446109040942,59.935001373291016,-0.003587221951473946
PLTR,14.4399995803833,15.59000015258789,14.390000343322754,15.1899995803833,15.1899995803833,115591600.0,60527140864.0,15.172101549833819,0.05193905968105934,15.1850004196167,0.000329217031837774
ADSK,201.1300048828125,201.77999877929688,198.41000366210938,200.16000366210938,200.16000366210938,1043100.0,51907497984.0,200.4857994736333,-0.004822757406426216,200.18499755859375,-0.0001248539940015202
WDAY,203.13999938964844,208.0,201.4199981689453,204.49000549316406,204.49000549316406,2512800.0,60679684096.0,204.42985243660408,0.006645693155320637,204.17999267578125,0.0015183310241130427
MCHP,81.16999816894531,81.87999725341797,80.16000366210938,80.75,80.75,5026700.0,46584729600.0,80.9076691761508,-0.005174303048167357,80.77999877929688,-0.000371363948380789
SNOW,167.65499877929688,174.66000366210938,166.39999389648438,174.30999755859375,174.30999755859375,5847400.0,43188555776.0,172.1467844542787,0.039694603965000755,174.31500244140625,-2.871171581563857e-05
MPWR,498.3999938964844,501.260009765625,489.6199951171875,497.70001220703125,497.70001220703125,389000.0,39997677568.0,496.55152481994077,-0.0014044576605643144,497.94000244140625,-0.00048196616700470896
SMCI,240.6300048828125,259.69000244140625,237.1199951171875,254.35000610351562,254.35000610351562,3522100.0,41703354368.0,252.96541534052452,0.0570170009653817,256.4150085449219,-0.008053360265939651
HPQ,30.030000686645508,30.200000762939453,29.559999465942383,30.040000915527344,30.040000915527344,5075000.0,35560869888.0,30.012377921564706,0.0003330079471587588,30.049999237060547,-0.0003327228548103334
DDOG,92.7300033569336,96.12999725341797,92.0790023803711,96.0199966430664,96.0199966430664,3861600.0,39574577152.0,94.72315733486944,0.03547927495989693,95.63500213623047,0.004025665271461167
CTSH,62.77000045776367,62.77000045776367,61.88999938964844,62.29999923706055,62.29999923706055,2759500.0,37076131840.0,62.32748117568115,-0.007487672730214122,62.52000045776367,-0.0035188934595697923
DASH,69.16999816894531,71.38999938964844,69.0,69.97000122070312,69.97000122070312,2520900.0,42829647872.0,70.26205678942627,0.011565752102578243,69.95999908447266,0.00014296935908177682
FTNT,67.06999969482422,69.3499984741211,67.0199966430664,69.0,69.0,4742700.0,43544465408.0,68.72754169279216,0.02877591045113303,68.62999725341797,0.005391268561701772
IT,339.3999938964844,345.1300048828125,339.3999938964844,343.989990234375,343.989990234375,417600.0,36557754368.0,343.6381063533503,0.013523855098508208,343.9200134277344,0.00020346825979445003
GLW,31.950000762939453,32.040000915527344,31.56999969482422,31.68000030517578,31.68000030517578,2999400.0,36706123776.0,31.735731867690024,-0.008450718351057446,31.729999542236328,-0.0015757717548653622
VRT,20.389999389648438,20.674999237060547,20.059999465942383,20.579999923706055,20.579999923706055,3695200.0,28928714752.0,20.491277450750353,0.0093183197520877,20.514999389648438,0.003168439482889553
ON,89.86000061035156,90.70999908447266,88.70999908447266,89.98999786376953,89.98999786376953,4129600.0,30189379584.0,89.98551670173524,0.0014466642837190624,90.41999816894531,-0.004755588518950718
DELL,47.9900016784668,48.099998474121094,47.20000076293945,47.88999938964844,47.88999938964844,3976100.0,80322011136.0,47.75719504911115,-0.002083815072322254,47.744998931884766,0.003036976877317272
CDW,171.47000122070312,171.8300018310547,168.49000549316406,170.05999755859375,170.05999755859375,1044300.0,30876598272.0,170.12782187904023,-0.008223034070516659,170.8300018310547,-0.004507429984239224
ANSS,312.3500061035156,317.07000732421875,310.7200012207031,316.04998779296875,316.04998779296875,459100.0,27260299264.0,315.04531093129555,0.011845627075886522,315.5899963378906,0.0014575603169171085
TEAM,170.16000366210938,171.6199951171875,163.4600067138672,170.38999938964844,170.38999938964844,2660700.0,46156042240.0,168.57145298656332,0.0013516438798142618,170.7899932861328,-0.002342021852616656
MSTR,289.69000244140625,297.239990234375,283.57000732421875,290.92999267578125,290.92999267578125,484600.0,31088517120.0,291.0471899860971,0.004280403962597242,289.8500061035156,0.003726018801186169
HPE,15.760000228881836,15.84000015258789,15.609999656677246,15.800000190734863,15.800000190734863,12074100.0,25681479680.0,15.759623828308426,0.0025380686086363922,15.8149995803833,-0.000948428077547503
NTAP,70.7699966430664,70.95999908447266,69.58999633789062,70.33000183105469,70.33000183105469,1639300.0,25961922560.0,70.25876589939382,-0.006217250711920539,70.22000122070312,0.001566513933912191
