Ticker,Open,High,Low,Close,Adj Close,Volume
PTC,75.98999786376953,77.48999786376953,75.55999755859375,76.9800033569336,76.9800033569336,743000.0
LDOS,99.98999786376953,101.08000183105469,99.80999755859375,99.87000274658203,93.6315689086914,1058400.0
GDDY,69.19000244140625,69.8499984741211,68.9000015258789,69.58000183105469,69.58000183105469,719800.0
ENTG,51.4900016784668,51.90999984741211,51.06999969482422,51.5,50.58097839355469,875900.0
SWKS,118.08000183105469,120.87000274658203,117.58999633789062,119.54000091552734,109.42753601074219,2139000.0
PSTG,17.649999618530273,18.110000610351562,17.3700008392334,18.040000915527344,18.040000915527344,3053100.0
ZS,48.13999938964844,51.75,47.79999923706055,50.75,50.75,3232500.0
MDB,138.89999389648438,141.63999938964844,136.22999572753906,140.27000427246094,140.27000427246094,978800.0
VRSN,203.22999572753906,206.6300048828125,201.22000122070312,204.14999389648438,204.14999389648438,705200.0
OKTA,123.30999755859375,126.70999908447266,122.88999938964844,125.55000305175781,125.55000305175781,1153500.0
ZM,71.80999755859375,73.29000091552734,71.02999877929688,72.55000305175781,72.55000305175781,2482300.0
SSNC,61.59000015258789,62.5,61.52000045776367,62.060001373291016,58.790000915527344,1598200.0
AKAM,90.54000091552734,91.97000122070312,89.98999786376953,91.4000015258789,91.4000015258789,1899000.0
GEN,26.75,26.889999389648438,26.450000762939453,26.610000610351562,13.890510559082031,7925900.0
MANH,81.55000305175781,83.13999938964844,81.41000366210938,82.5,82.5,306700.0
JBL,41.27000045776367,41.5,40.72999954223633,41.310001373291016,40.27745819091797,1134000.0
NTNX,32.86000061035156,33.38999938964844,32.345001220703125,33.150001525878906,33.150001525878906,2712600.0
QRVO,111.54000091552734,113.7699966430664,111.41999816894531,112.91999816894531,112.91999816894531,1735300.0
TOST,,,,,,
GWRE,111.52999877929688,112.62000274658203,110.54000091552734,110.73999786376953,110.73999786376953,675400.0
EPAM,215.38999938964844,221.6999969482422,214.30999755859375,221.3800048828125,221.3800048828125,333900.0
DT,28.030000686645508,28.25,26.6200008392334,28.010000228881836,28.010000228881836,2521100.0
DOCU,75.12999725341797,76.9000015258789,74.80999755859375,76.2699966430664,76.2699966430664,3421300.0
OLED,213.0,216.1999969482422,211.02000427246094,214.42999267578125,207.83274841308594,380400.0
TWLO,108.80000305175781,110.81999969482422,108.19999694824219,109.38999938964844,109.38999938964844,3035000.0
ONTO,36.27000045776367,36.8849983215332,36.06999969482422,36.7599983215332,36.7599983215332,292500.0
FFIV,137.5399932861328,137.80999755859375,135.97999572753906,136.44000244140625,136.44000244140625,571400.0
CACI,257.9200134277344,260.6700134277344,257.55999755859375,259.55999755859375,259.55999755859375,97100.0
COHR,36.060001373291016,37.36000061035156,36.060001373291016,37.040000915527344,37.040000915527344,1726500.0
ESTC,69.0999984741211,70.4000015258789,68.58999633789062,69.7699966430664,69.7699966430664,690000.0
DOX,72.9800033569336,73.37999725341797,72.72000122070312,72.79000091552734,66.51530456542969,533100.0
KBR,30.610000610351562,31.1299991607666,30.59000015258789,30.690000534057617,29.12583351135254,1164300.0
MTCH,83.69999694824219,85.94000244140625,83.65499877929688,85.05000305175781,85.05000305175781,1853000.0
SNX,63.619998931884766,64.01499938964844,63.23500061035156,63.474998474121094,60.48372268676758,566000.0
PAYC,280.5400085449219,286.6400146484375,279.6099853515625,283.1199951171875,280.5865173339844,532200.0
GLOB,109.36000061035156,113.4800033569336,108.6500015258789,112.86000061035156,112.86000061035156,226300.0
DAY,69.7699966430664,70.77999877929688,69.7699966430664,70.37999725341797,70.37999725341797,1448700.0
LSCC,19.90999984741211,21.709999084472656,19.799999237060547,21.209999084472656,21.209999084472656,3332100.0
CRUS,83.73999786376953,85.06999969482422,83.30999755859375,84.29000091552734,84.29000091552734,477700.0
PCOR,,,,,,
BSY,,,,,,
ARW,84.86000061035156,85.33000183105469,83.62999725341797,84.19000244140625,84.19000244140625,768800.0
GTLB,,,,,,
SAIC,88.37999725341797,89.75,88.29000091552734,89.26000213623047,82.85865020751953,342200.0
KD,,,,,,
SMAR,45.47999954223633,45.5,44.63999938964844,45.15999984741211,45.15999984741211,1370500.0
CFLT,,,,,,
CART,,,,,,
MTSI,26.559999465942383,26.860000610351562,26.209999084472656,26.579999923706055,26.579999923706055,175500.0
APPF,114.41000366210938,115.75499725341797,113.4729995727539,115.30000305175781,115.30000305175781,88600.0
DBX,18.43000030517578,18.6299991607666,18.219999313354492,18.459999084472656,18.459999084472656,2994300.0
S,,,,,,
GFS,,,,,,
AZPN,128.8300018310547,132.25,128.07000732421875,131.13999938964844,131.13999938964844,703500.0
U,,,,,,
CCCS,,,,,,
PATH,,,,,,
AVT,42.150001525878906,42.380001068115234,41.720001220703125,42.119998931884766,37.54390335083008,1426000.0
AMKR,13.029999732971191,13.079999923706055,12.75,13.050000190734863,12.592679977416992,1030400.0
DLB,68.93000030517578,69.23999786376953,68.36000061035156,68.61000061035156,64.80265045166016,308400.0
IAC,55.77363204956055,56.95877456665039,55.77363204956055,56.39452362060547,56.39452362060547,5559604.0
ZI,,,,,,
DXC,35.880001068115234,36.63999938964844,35.61000061035156,36.459999084472656,35.75366973876953,3219700.0
PSN,43.79999923706055,43.849998474121094,42.22999954223633,42.66999816894531,42.66999816894531,256100.0
FIVN,68.79000091552734,70.44999694824219,68.23500061035156,70.19999694824219,70.19999694824219,649700.0
HCP,,,,,,
DNB,,,,,,
TDC,26.3700008392334,26.799999237060547,25.93000030517578,26.670000076293945,26.670000076293945,1033700.0
CNXC,,,,,,
DV,,,,,,
PEGA,79.95999908447266,81.48999786376953,79.73999786376953,80.97000122070312,80.2877197265625,314300.0
NCNO,,,,,,
CLVT,17.15999984741211,17.15999984741211,16.969999313354492,17.06999969482422,17.06999969482422,879000.0
WOLF,46.83000183105469,47.59000015258789,46.65999984741211,47.290000915527344,47.288909912109375,643600.0
RNG,176.5500030517578,183.0,176.22999572753906,180.88999938964844,180.88999938964844,849100.0
IPGP,143.22999572753906,144.85000610351562,140.0399932861328,144.0500030517578,144.0500030517578,520700.0
ALGM,,,,,,
DJT,,,,,,
INFA,,,,,,
ALAB,,,,,,
PYCR,,,,,,
